top,Yield,ROC,EarningsYield,RS(6m),ROA,ΔROA,AccrualRatio,ΔLTDebt-to-Assets,ΔCurrentRatio,ΔOpMgn,ΔAssetTurnover,roi,annualized,mean,std,sharpe,alpha,alpha_daily,beta,var,var_daily,tvar,tvar_daily
30,1,-1,0,0,1,-1,0,0,1,1,-1,75.33,11.88,11.77,12.8,0.97,22.71,0.09,0.83,-20.8,-1.31,-29.2,-1.84
30,1,-1,0,0,1,0,0,-1,-1,1,1,78.28,12.26,12.18,13.42,0.95,23.8,0.09,0.85,-20.95,-1.32,-30.6,-1.93
30,1,-1,0,0,1,0,0,1,0,1,-1,69.35,11.11,11.12,12.98,0.9,19.03,0.08,0.84,-19.65,-1.24,-29.21,-1.84
30,1,-1,0,0,1,1,0,1,-1,-1,-1,48.86,8.28,8.67,13.48,0.69,4.12,0.02,0.89,-20.98,-1.32,-31.03,-1.95
30,1,-1,0,1,-1,-1,-1,0,1,0,0,49.8,8.42,8.97,14.76,0.65,3.26,0.01,0.94,-24.24,-1.53,-33.68,-2.12
30,1,-1,0,1,-1,-1,0,1,1,1,1,61.67,10.08,10.4,14.35,0.77,10.69,0.04,0.94,-24.57,-1.55,-33.25,-2.09
30,1,-1,0,1,-1,0,-1,-1,-1,-1,1,25.89,4.71,5.5,14.19,0.43,-14.14,-0.06,0.93,-22.59,-1.42,-33.14,-2.09
30,1,-1,0,1,-1,1,0,0,0,0,0,51.61,8.68,9.27,15.17,0.65,3.13,0.01,0.97,-24.9,-1.57,-35.1,-2.21
30,1,-1,0,1,0,0,-1,-1,1,-1,1,45.73,7.82,8.33,14.04,0.64,2.29,0.01,0.89,-23.46,-1.48,-31.86,-2.01
30,1,-1,0,1,0,0,-1,0,0,0,0,54.43,9.08,9.57,14.77,0.69,6.25,0.02,0.94,-24.5,-1.54,-34.01,-2.14
30,1,-1,0,1,0,0,-1,1,1,-1,1,57.18,9.47,9.85,14.37,0.73,8.64,0.03,0.92,-23.95,-1.51,-32.78,-2.06
30,1,-1,0,1,0,0,0,0,0,-1,1,48.46,8.22,8.69,13.99,0.66,3.95,0.02,0.89,-23.6,-1.49,-32.14,-2.02
30,1,-1,0,1,0,0,0,1,0,-1,0,54.97,9.16,9.55,14.21,0.71,7.01,0.03,0.92,-23.31,-1.47,-32.3,-2.03
30,1,-1,0,1,0,0,1,0,-1,1,-1,58.1,9.59,9.89,13.81,0.76,9.76,0.04,0.9,-22.21,-1.4,-31.16,-1.96
30,1,-1,0,1,0,1,-1,1,-1,1,-1,57.36,9.49,9.94,14.77,0.71,7.23,0.03,0.96,-22.97,-1.45,-33.82,-2.13
30,1,-1,0,1,0,1,0,-1,0,1,1,57.19,9.47,9.93,14.85,0.71,7.69,0.03,0.95,-23.09,-1.45,-34.29,-2.16
30,1,-1,0,1,1,-1,-1,0,-1,1,-1,54.14,9.04,9.4,13.88,0.72,7.4,0.03,0.9,-21.91,-1.38,-31.49,-1.98
30,1,-1,0,1,1,-1,0,1,0,1,1,55.32,9.21,9.59,14.17,0.72,8.51,0.03,0.9,-22.84,-1.44,-32.63,-2.06
30,1,-1,0,1,1,-1,1,-1,-1,-1,-1,45.75,7.83,8.28,13.64,0.65,2.47,0.01,0.88,-22.27,-1.4,-30.54,-1.92
30,1,-1,0,1,1,1,0,1,0,0,0,87.11,13.35,13.28,14.52,0.96,26.92,0.11,0.91,-21.74,-1.37,-32.86,-2.07
30,1,-1,0,1,1,1,1,0,1,1,-1,70.57,11.27,11.43,14.22,0.85,17.37,0.07,0.91,-22.7,-1.43,-32.06,-2.02
30,1,-1,1,-1,-1,-1,-1,0,-1,1,1,20.75,3.84,4.74,14.59,0.37,-17.67,-0.07,0.93,-22.87,-1.44,-34.48,-2.17
30,1,-1,1,-1,-1,-1,-1,1,-1,-1,0,42.15,7.29,8.26,16.76,0.53,-2.06,-0.01,0.98,-25.86,-1.63,-38.95,-2.45
30,1,-1,1,-1,-1,-1,1,0,-1,0,0,96.94,14.52,14.72,17.21,0.89,33.01,0.13,0.93,-25.0,-1.57,-39.34,-2.48
30,1,-1,1,-1,-1,-1,1,1,1,1,-1,75.05,11.85,11.91,14.05,0.89,18.8,0.07,0.93,-22.57,-1.42,-31.9,-2.01
30,1,-1,1,-1,-1,0,0,1,0,0,-1,82.28,12.76,13.12,16.78,0.82,21.33,0.08,1.01,-25.82,-1.63,-39.08,-2.46
30,1,-1,1,-1,-1,0,1,-1,1,0,0,61.38,10.05,10.34,14.16,0.77,10.07,0.04,0.94,-22.92,-1.44,-32.25,-2.03
30,1,-1,1,-1,-1,1,0,-1,-1,0,-1,58.64,9.67,10.13,15.02,0.71,7.0,0.03,0.99,-24.01,-1.51,-34.84,-2.19
30,1,-1,1,-1,0,-1,-1,1,1,0,-1,69.17,11.09,11.5,15.77,0.77,15.66,0.06,0.95,-25.17,-1.59,-36.04,-2.27
30,1,-1,1,-1,0,0,-1,0,0,1,-1,55.42,9.22,9.77,15.24,0.68,5.82,0.02,0.97,-24.02,-1.51,-36.02,-2.27
30,1,-1,1,-1,0,0,-1,1,-1,-1,-1,61.39,10.05,10.78,16.99,0.67,10.15,0.04,0.99,-25.95,-1.63,-39.62,-2.5
30,1,-1,1,-1,0,0,1,-1,1,-1,-1,52.13,8.75,9.22,14.4,0.68,4.64,0.02,0.94,-23.64,-1.49,-33.27,-2.1
30,1,-1,1,-1,0,0,1,1,-1,-1,1,31.1,5.57,6.31,14.32,0.48,-10.51,-0.04,0.94,-24.05,-1.52,-33.22,-2.09
30,1,-1,1,-1,0,1,1,1,-1,-1,-1,60.8,9.97,10.33,14.54,0.75,9.68,0.04,0.95,-23.78,-1.5,-33.8,-2.13
30,1,-1,1,-1,0,1,1,1,1,-1,-1,69.89,11.18,11.36,14.28,0.84,15.34,0.06,0.94,-22.61,-1.42,-32.87,-2.07
30,1,-1,1,-1,1,-1,-1,-1,0,-1,1,22.04,4.06,4.91,14.3,0.39,-16.26,-0.06,0.91,-23.37,-1.47,-33.85,-2.13
30,1,-1,1,-1,1,-1,0,0,0,1,-1,60.61,9.94,10.18,13.7,0.79,12.22,0.05,0.88,-22.35,-1.41,-32.09,-2.02
30,1,-1,1,-1,1,0,-1,-1,-1,0,-1,43.66,7.51,8.09,14.3,0.61,-0.56,-0.0,0.93,-22.95,-1.45,-33.44,-2.11
30,1,-1,1,-1,1,0,0,-1,1,1,0,59.84,9.83,10.05,13.41,0.79,12.22,0.05,0.87,-21.59,-1.36,-30.71,-1.93
30,1,-1,1,-1,1,0,1,0,-1,1,-1,59.71,9.82,10.11,13.95,0.77,10.34,0.04,0.91,-22.05,-1.39,-32.33,-2.04
30,1,-1,1,-1,1,1,-1,0,-1,1,-1,61.87,10.11,10.4,14.12,0.78,11.49,0.05,0.92,-22.25,-1.4,-33.16,-2.09
30,1,-1,1,-1,1,1,-1,0,0,1,0,80.93,12.59,12.54,13.94,0.94,23.22,0.09,0.9,-21.91,-1.38,-32.87,-2.07
30,1,-1,1,-1,1,1,0,1,0,1,0,73.92,11.7,11.74,13.69,0.9,19.83,0.08,0.89,-21.08,-1.33,-31.35,-1.98
30,1,-1,1,0,-1,-1,-1,0,-1,-1,-1,125.63,17.67,17.58,18.36,0.99,46.67,0.19,0.95,-26.5,-1.67,-41.7,-2.63
30,1,-1,1,0,-1,-1,0,-1,0,1,1,48.08,8.17,8.59,13.69,0.67,2.93,0.01,0.91,-21.23,-1.34,-31.46,-1.98
30,1,-1,1,0,-1,-1,0,0,0,1,1,42.85,7.39,7.93,13.96,0.61,-1.68,-0.01,0.93,-22.23,-1.4,-32.12,-2.02
30,1,-1,1,0,-1,0,-1,0,0,-1,1,16.76,3.15,4.02,14.09,0.33,-20.49,-0.08,0.91,-22.83,-1.44,-32.4,-2.04
30,1,-1,1,0,-1,0,0,-1,0,0,-1,33.05,5.88,6.63,14.54,0.5,-9.99,-0.04,0.97,-23.02,-1.45,-33.5,-2.11
30,1,-1,1,0,-1,0,0,-1,1,0,0,50.27,8.49,8.91,13.89,0.68,3.92,0.02,0.92,-22.33,-1.41,-31.74,-2.0
30,1,-1,1,0,-1,1,0,-1,0,1,-1,70.13,11.21,11.37,14.17,0.84,15.49,0.06,0.94,-23.44,-1.48,-33.05,-2.08
30,1,-1,1,0,0,-1,-1,-1,-1,-1,1,26.52,4.82,5.62,14.33,0.43,-13.71,-0.05,0.94,-22.05,-1.39,-33.22,-2.09
30,1,-1,1,0,0,-1,1,0,1,-1,1,47.61,8.1,8.6,14.13,0.65,1.35,0.01,0.94,-23.15,-1.46,-32.26,-2.03
30,1,-1,1,0,0,0,-1,-1,0,1,0,60.62,9.94,10.22,13.94,0.78,11.39,0.05,0.9,-21.78,-1.37,-31.86,-2.01
30,1,-1,1,0,0,0,-1,0,0,-1,-1,47.22,8.04,8.62,14.65,0.63,2.65,0.01,0.91,-23.25,-1.46,-33.49,-2.11
30,1,-1,1,0,0,0,1,-1,-1,-1,-1,46.78,7.98,8.46,13.98,0.65,1.69,0.01,0.92,-23.69,-1.49,-32.08,-2.02
30,1,-1,1,0,0,0,1,0,0,0,-1,48.13,8.18,8.71,14.45,0.64,1.76,0.01,0.94,-23.02,-1.45,-33.64,-2.12
30,1,-1,1,0,0,0,1,1,-1,0,-1,54.97,9.16,9.54,14.12,0.72,6.56,0.03,0.93,-22.0,-1.39,-32.35,-2.04
30,1,-1,1,0,0,0,1,1,0,1,-1,49.31,8.35,8.81,14.03,0.67,3.46,0.01,0.92,-21.25,-1.34,-32.31,-2.04
30,1,-1,1,0,0,1,-1,0,0,1,-1,86.19,13.24,13.25,14.99,0.92,23.5,0.09,0.97,-24.29,-1.53,-34.69,-2.19
30,1,-1,1,0,0,1,0,1,-1,0,1,57.8,9.55,9.83,13.67,0.76,9.75,0.04,0.9,-21.55,-1.36,-31.39,-1.98
30,1,-1,1,0,0,1,1,0,0,-1,0,69.1,11.08,11.27,14.29,0.83,14.81,0.06,0.94,-23.34,-1.47,-32.65,-2.06
30,1,-1,1,0,0,1,1,1,1,0,-1,71.19,11.35,11.48,14.05,0.86,17.26,0.07,0.91,-21.74,-1.37,-31.95,-2.01
30,1,-1,1,0,1,-1,1,1,0,1,-1,62.09,10.14,10.33,13.45,0.81,13.6,0.05,0.87,-21.07,-1.33,-30.39,-1.91
30,1,-1,1,0,1,0,-1,-1,1,-1,-1,48.27,8.2,8.69,14.18,0.66,3.47,0.01,0.91,-24.19,-1.52,-32.2,-2.03
30,1,-1,1,0,1,0,0,0,0,1,0,57.87,9.56,9.89,14.02,0.75,10.37,0.04,0.89,-22.09,-1.39,-31.81,-2.0
30,1,-1,1,0,1,0,0,1,0,0,0,73.69,11.68,11.72,13.74,0.9,19.79,0.08,0.89,-21.5,-1.35,-31.22,-1.97
30,1,-1,1,0,1,0,1,0,1,-1,0,70.84,11.31,11.46,14.22,0.85,17.18,0.07,0.91,-22.8,-1.44,-31.87,-2.01
30,1,-1,1,0,1,1,-1,0,-1,1,1,60.91,9.98,10.31,14.31,0.76,11.32,0.04,0.91,-21.47,-1.35,-33.36,-2.1
30,1,-1,1,0,1,1,1,1,-1,-1,1,45.99,7.86,8.41,14.3,0.63,1.03,0.0,0.93,-22.72,-1.43,-32.73,-2.06
30,1,-1,1,1,-1,0,-1,0,-1,0,1,40.88,7.1,7.71,14.32,0.58,-2.46,-0.01,0.92,-24.13,-1.52,-33.04,-2.08
30,1,-1,1,1,-1,0,-1,0,1,0,1,62.39,10.18,10.62,15.22,0.74,10.27,0.04,0.97,-25.25,-1.59,-34.99,-2.2
30,1,-1,1,1,-1,1,0,-1,1,0,0,66.7,10.76,11.13,15.25,0.77,12.3,0.05,0.98,-24.77,-1.56,-34.99,-2.2
30,1,-1,1,1,0,-1,0,0,0,-1,0,44.9,7.7,8.24,14.18,0.62,1.73,0.01,0.89,-23.77,-1.5,-31.77,-2.0
30,1,-1,1,1,0,0,-1,0,-1,-1,-1,51.25,8.63,9.17,14.82,0.66,4.01,0.02,0.95,-22.83,-1.44,-33.48,-2.11
30,1,-1,1,1,0,0,0,0,1,-1,-1,87.36,13.38,13.32,14.64,0.95,25.95,0.1,0.93,-23.77,-1.5,-32.67,-2.06
30,1,-1,1,1,0,0,0,1,0,-1,-1,75.74,11.94,12.08,14.68,0.86,19.6,0.08,0.93,-23.03,-1.45,-33.42,-2.11
30,1,-1,1,1,0,0,0,1,0,1,0,83.93,12.96,12.97,14.72,0.92,24.24,0.1,0.93,-22.65,-1.43,-33.17,-2.09
30,1,-1,1,1,0,0,1,-1,-1,1,0,73.15,11.61,11.76,14.47,0.85,18.15,0.07,0.93,-22.97,-1.45,-33.81,-2.13
30,1,-1,1,1,1,-1,-1,0,1,-1,0,49.89,8.43,8.9,14.14,0.67,5.05,0.02,0.89,-24.5,-1.54,-31.68,-2.0
30,1,-1,1,1,1,0,-1,0,1,0,0,73.65,11.67,11.9,15.02,0.83,19.56,0.08,0.91,-24.91,-1.57,-34.25,-2.16
30,1,-1,1,1,1,0,0,-1,0,0,-1,53.89,9.0,9.42,14.2,0.71,8.34,0.03,0.88,-23.04,-1.45,-32.6,-2.05
30,1,-1,1,1,1,0,1,-1,0,1,0,67.22,10.83,11.09,14.54,0.8,15.1,0.06,0.92,-22.96,-1.45,-33.6,-2.12
30,1,-1,1,1,1,0,1,1,1,-1,0,70.24,11.23,11.44,14.55,0.83,16.91,0.07,0.92,-23.77,-1.5,-32.85,-2.07
30,1,-1,1,1,1,1,0,-1,-1,0,0,61.11,10.01,10.36,14.5,0.76,11.66,0.05,0.91,-22.83,-1.44,-33.12,-2.09
30,1,-1,1,1,1,1,0,-1,-1,1,-1,71.06,11.33,11.51,14.37,0.84,17.06,0.07,0.92,-21.75,-1.37,-32.92,-2.07
30,1,-1,1,1,1,1,0,1,1,0,0,89.92,13.69,13.61,14.8,0.96,27.17,0.11,0.94,-22.95,-1.45,-33.67,-2.12
30,1,-1,1,1,1,1,1,1,1,1,0,87.46,13.39,13.32,14.53,0.96,26.52,0.11,0.92,-22.79,-1.44,-32.51,-2.05
30,1,0,-1,-1,-1,-1,-1,1,0,1,0,74.03,11.72,12.31,17.32,0.75,16.43,0.07,1.02,-25.3,-1.59,-39.91,-2.51
30,1,0,-1,-1,-1,-1,1,-1,0,1,-1,41.62,7.21,7.98,15.44,0.56,-4.66,-0.02,1.0,-24.97,-1.57,-35.93,-2.26
30,1,0,-1,-1,-1,-1,1,0,-1,-1,1,86.16,13.23,13.61,17.18,0.83,28.0,0.11,0.92,-24.3,-1.53,-39.03,-2.46
30,1,0,-1,-1,-1,-1,1,0,0,-1,1,90.63,13.77,14.13,17.49,0.84,30.12,0.12,0.93,-25.87,-1.63,-40.26,-2.54
30,1,0,-1,-1,-1,0,-1,-1,1,1,1,70.22,11.22,11.48,14.87,0.81,14.92,0.06,0.96,-22.95,-1.45,-34.82,-2.19
30,1,0,-1,-1,-1,0,-1,0,0,-1,-1,66.36,10.72,11.32,16.7,0.71,13.5,0.05,0.98,-25.23,-1.59,-38.09,-2.4
30,1,0,-1,-1,-1,0,0,0,-1,0,1,37.41,6.56,7.29,14.73,0.54,-6.45,-0.03,0.96,-23.09,-1.45,-34.35,-2.16
30,1,0,-1,-1,-1,1,-1,1,0,1,-1,93.7,14.14,14.15,15.81,0.93,26.59,0.11,1.01,-24.62,-1.55,-36.96,-2.33
30,1,0,-1,-1,-1,1,0,0,-1,0,-1,155.17,20.61,19.92,18.07,1.14,58.04,0.23,0.97,-25.0,-1.57,-40.95,-2.58
30,1,0,-1,-1,0,-1,-1,0,0,-1,1,38.17,6.68,7.73,16.87,0.49,-5.92,-0.02,1.0,-26.43,-1.67,-38.81,-2.44
30,1,0,-1,-1,0,-1,0,-1,0,0,1,19.58,3.64,4.51,14.32,0.36,-19.43,-0.08,0.94,-22.48,-1.42,-32.59,-2.05
30,1,0,-1,-1,0,-1,0,0,0,1,0,46.08,7.87,8.49,14.85,0.61,1.85,0.01,0.92,-22.75,-1.43,-34.05,-2.14
30,1,0,-1,-1,0,-1,1,0,0,-1,1,86.05,13.22,13.59,17.14,0.83,28.07,0.11,0.92,-24.86,-1.57,-39.31,-2.48
30,1,0,-1,-1,0,0,-1,-1,1,-1,-1,51.31,8.64,9.36,16.04,0.62,4.14,0.02,0.96,-24.81,-1.56,-36.42,-2.29
30,1,0,-1,-1,0,0,1,1,0,1,1,78.92,12.34,12.35,14.17,0.91,20.96,0.08,0.93,-22.43,-1.41,-33.83,-2.13
30,1,0,-1,-1,0,1,0,-1,1,0,1,52.5,8.81,9.31,14.69,0.67,3.42,0.01,0.97,-23.81,-1.5,-35.39,-2.23
30,1,0,-1,-1,0,1,1,1,0,0,1,62.24,10.16,10.5,14.55,0.76,10.13,0.04,0.96,-24.25,-1.53,-35.53,-2.24
30,1,0,-1,-1,1,-1,-1,-1,-1,-1,1,33.56,5.96,6.64,14.08,0.51,-7.32,-0.03,0.91,-22.86,-1.44,-32.2,-2.03
30,1,0,-1,-1,1,-1,-1,-1,1,1,1,48.66,8.25,8.73,14.08,0.66,2.53,0.01,0.93,-23.36,-1.47,-33.63,-2.12
30,1,0,-1,-1,1,-1,-1,0,-1,-1,1,38.57,6.74,7.45,14.76,0.55,-4.31,-0.02,0.94,-24.87,-1.57,-34.2,-2.15
30,1,0,-1,-1,1,-1,0,0,0,0,-1,166.35,21.64,20.81,18.36,1.17,64.45,0.26,0.93,-24.8,-1.56,-41.77,-2.63
30,1,0,-1,-1,1,0,-1,-1,0,-1,1,16.34,3.07,3.95,14.13,0.32,-21.7,-0.09,0.92,-22.0,-1.39,-32.58,-2.05
30,1,0,-1,-1,1,0,-1,-1,1,0,1,45.22,7.75,8.23,13.78,0.64,0.9,0.0,0.91,-22.77,-1.43,-32.93,-2.07
30,1,0,-1,-1,1,0,-1,0,-1,-1,0,43.0,7.42,8.14,15.24,0.57,-0.17,-0.0,0.92,-23.94,-1.51,-35.51,-2.24
30,1,0,-1,-1,1,0,-1,0,1,-1,1,37.51,6.58,7.33,14.93,0.53,-4.15,-0.02,0.92,-24.75,-1.56,-35.22,-2.22
30,1,0,-1,-1,1,0,0,-1,-1,-1,0,39.67,6.91,7.52,14.16,0.57,-2.54,-0.01,0.91,-22.91,-1.44,-32.3,-2.03
30,1,0,-1,-1,1,0,0,0,-1,-1,0,109.91,15.99,15.95,17.15,0.97,41.37,0.16,0.89,-24.0,-1.51,-38.78,-2.44
30,1,0,-1,-1,1,0,0,0,0,1,1,70.86,11.31,11.45,14.14,0.85,16.75,0.07,0.92,-23.35,-1.47,-33.92,-2.14
30,1,0,-1,-1,1,0,1,0,0,-1,1,39.08,6.82,7.38,13.72,0.58,-3.12,-0.01,0.9,-23.11,-1.46,-31.72,-2.0
30,1,0,-1,-1,1,1,0,1,0,-1,1,43.21,7.45,7.91,13.41,0.63,0.29,0.0,0.89,-21.75,-1.37,-31.5,-1.98
30,1,0,-1,-1,1,1,1,0,-1,0,-1,151.05,20.21,19.32,16.39,1.22,58.57,0.23,0.89,-22.79,-1.44,-37.03,-2.33
30,1,0,-1,-1,1,1,1,0,1,-1,0,50.24,8.48,8.88,13.74,0.69,4.22,0.02,0.91,-21.91,-1.38,-32.59,-2.05
30,1,0,-1,0,-1,-1,0,0,0,0,1,32.64,5.81,6.54,14.38,0.5,-9.13,-0.04,0.94,-22.65,-1.43,-33.28,-2.1
30,1,0,-1,0,-1,-1,0,1,-1,0,-1,55.67,9.25,9.93,16.11,0.65,6.61,0.03,0.97,-25.27,-1.59,-37.13,-2.34
30,1,0,-1,0,-1,-1,1,1,-1,0,1,39.46,6.88,7.48,14.09,0.57,-4.29,-0.02,0.94,-23.43,-1.48,-32.68,-2.06
30,1,0,-1,0,-1,1,-1,1,0,-1,0,72.65,11.54,12.0,16.4,0.77,15.8,0.06,1.0,-26.21,-1.65,-37.79,-2.38
30,1,0,-1,0,-1,1,0,0,0,0,0,61.09,10.01,10.45,15.15,0.73,8.09,0.03,1.0,-24.66,-1.55,-35.71,-2.25
30,1,0,-1,0,-1,1,0,1,-1,-1,0,48.34,8.21,8.85,15.2,0.62,2.19,0.01,0.95,-24.53,-1.55,-34.92,-2.2
30,1,0,-1,0,-1,1,0,1,0,1,0,93.98,14.17,14.07,15.09,0.97,26.13,0.1,1.01,-23.79,-1.5,-35.36,-2.23
30,1,0,-1,0,-1,1,1,1,0,0,1,51.94,8.73,9.3,15.12,0.66,1.56,0.01,1.01,-26.25,-1.65,-36.79,-2.32
30,1,0,-1,0,0,-1,-1,0,1,0,-1,64.58,10.48,10.98,15.87,0.73,11.7,0.05,0.98,-25.23,-1.59,-35.89,-2.26
30,1,0,-1,0,0,-1,0,-1,0,0,-1,38.41,6.72,7.46,14.99,0.54,-4.8,-0.02,0.95,-23.91,-1.51,-33.93,-2.14
30,1,0,-1,0,0,0,-1,-1,1,0,-1,49.62,8.39,8.97,14.87,0.64,1.96,0.01,0.97,-24.34,-1.53,-34.05,-2.14
30,1,0,-1,0,0,1,-1,-1,1,-1,1,39.49,6.88,7.44,13.77,0.58,-2.43,-0.01,0.89,-21.52,-1.36,-32.06,-2.02
30,1,0,-1,0,0,1,-1,0,-1,0,0,49.32,8.35,8.85,14.38,0.66,2.38,0.01,0.95,-22.28,-1.4,-33.59,-2.12
30,1,0,-1,0,0,1,0,-1,1,-1,1,42.05,7.27,7.72,13.2,0.63,0.75,0.0,0.86,-21.43,-1.35,-30.73,-1.94
30,1,0,-1,0,0,1,0,1,0,0,0,78.42,12.28,12.29,14.07,0.92,20.6,0.08,0.93,-23.18,-1.46,-32.78,-2.06
30,1,0,-1,0,0,1,1,0,0,-1,1,41.57,7.2,7.7,13.51,0.61,-1.7,-0.01,0.91,-22.77,-1.43,-31.4,-1.98
30,1,0,-1,0,1,-1,-1,-1,1,-1,-1,52.23,8.77,9.34,15.11,0.66,5.03,0.02,0.94,-24.47,-1.54,-34.54,-2.18
30,1,0,-1,0,1,-1,1,0,0,1,1,71.83,11.44,11.47,13.51,0.89,18.92,0.08,0.88,-20.99,-1.32,-30.5,-1.92
30,1,0,-1,0,1,0,-1,0,0,1,-1,47.84,8.13,8.59,13.9,0.66,2.32,0.01,0.92,-21.8,-1.37,-32.16,-2.03
30,1,0,-1,0,1,0,0,0,0,-1,0,34.14,6.05,6.66,13.65,0.53,-6.31,-0.03,0.89,-21.95,-1.38,-31.05,-1.96
30,1,0,-1,0,1,1,-1,-1,0,1,1,54.76,9.13,9.58,14.56,0.7,6.27,0.02,0.94,-23.64,-1.49,-34.2,-2.15
30,1,0,-1,0,1,1,-1,0,1,-1,1,52.7,8.83,9.17,13.48,0.72,7.28,0.03,0.88,-22.26,-1.4,-31.77,-2.0
30,1,0,-1,0,1,1,0,0,-1,-1,0,49.62,8.39,8.74,13.29,0.7,4.85,0.02,0.88,-21.12,-1.33,-30.33,-1.91
30,1,0,-1,0,1,1,1,-1,1,-1,1,68.02,10.94,11.06,13.68,0.85,16.03,0.06,0.9,-22.46,-1.41,-31.29,-1.97
30,1,0,-1,1,-1,-1,-1,0,0,-1,0,36.61,6.44,7.18,14.82,0.53,-5.9,-0.02,0.94,-23.9,-1.51,-33.76,-2.13
30,1,0,-1,1,-1,-1,0,-1,-1,0,1,36.99,6.5,7.19,14.52,0.54,-6.42,-0.03,0.95,-22.62,-1.42,-33.32,-2.1
30,1,0,-1,1,-1,-1,1,1,1,0,0,58.89,9.7,10.14,14.9,0.72,7.42,0.03,0.98,-24.58,-1.55,-34.36,-2.16
30,1,0,-1,1,-1,0,0,0,-1,0,-1,50.24,8.48,9.06,14.96,0.65,2.21,0.01,0.97,-23.12,-1.46,-33.72,-2.12
30,1,0,-1,1,-1,1,0,-1,1,0,1,51.75,8.7,9.37,15.72,0.63,1.35,0.01,1.02,-25.58,-1.61,-37.04,-2.33
30,1,0,-1,1,-1,1,1,-1,0,0,1,65.33,10.58,10.92,14.93,0.77,11.8,0.05,0.97,-23.51,-1.48,-34.83,-2.19
30,1,0,-1,1,0,-1,-1,0,-1,-1,-1,49.18,8.33,8.95,15.18,0.63,2.32,0.01,0.96,-23.55,-1.48,-34.46,-2.17
30,1,0,-1,1,0,-1,0,1,1,0,1,51.74,8.7,9.17,14.37,0.68,4.16,0.02,0.94,-24.19,-1.52,-33.86,-2.13
30,1,0,-1,1,0,1,-1,-1,0,-1,1,44.05,7.57,8.14,14.27,0.61,-0.04,-0.0,0.92,-23.25,-1.46,-32.65,-2.06
30,1,0,-1,1,0,1,0,-1,1,1,1,63.3,10.31,10.77,15.53,0.73,10.25,0.04,0.99,-24.93,-1.57,-35.92,-2.26
30,1,0,-1,1,0,1,1,1,0,0,1,80.22,12.5,12.55,14.56,0.9,21.0,0.08,0.95,-23.01,-1.45,-32.92,-2.07
30,1,0,-1,1,1,-1,-1,-1,-1,0,1,37.78,6.62,7.28,14.35,0.55,-4.96,-0.02,0.93,-23.76,-1.5,-33.23,-2.09
30,1,0,-1,1,1,0,0,-1,1,-1,1,54.12,9.04,9.46,14.3,0.7,6.84,0.03,0.92,-23.95,-1.51,-32.85,-2.07
30,1,0,-1,1,1,1,-1,-1,1,-1,1,58.48,9.65,10.07,14.74,0.72,8.96,0.04,0.94,-24.28,-1.53,-33.8,-2.13
30,1,0,-1,1,1,1,0,0,1,1,-1,67.35,10.85,11.09,14.47,0.81,14.87,0.06,0.92,-23.23,-1.46,-33.43,-2.11
30,1,0,-1,1,1,1,0,1,1,-1,0,69.95,11.19,11.33,14.02,0.85,16.68,0.07,0.91,-22.76,-1.43,-32.17,-2.03
30,1,0,-1,1,1,1,0,1,1,0,0,72.31,11.5,11.59,13.98,0.87,19.26,0.08,0.89,-21.15,-1.33,-32.31,-2.04
30,1,0,-1,1,1,1,0,1,1,1,-1,72.69,11.55,11.64,13.99,0.87,18.5,0.07,0.91,-21.62,-1.36,-32.34,-2.04
30,1,0,0,-1,-1,-1,0,0,0,0,-1,141.5,19.28,19.1,19.39,1.02,54.11,0.21,0.96,-26.78,-1.69,-44.3,-2.79
30,1,0,0,-1,-1,0,-1,-1,-1,-1,0,32.42,5.78,6.6,14.95,0.48,-9.47,-0.04,0.95,-23.08,-1.45,-34.31,-2.16
30,1,0,0,-1,-1,0,1,0,-1,0,-1,109.76,15.97,16.05,17.8,0.94,38.69,0.15,0.96,-25.21,-1.59,-40.4,-2.55
30,1,0,0,-1,-1,1,-1,0,0,0,0,62.22,10.16,10.62,15.38,0.73,10.12,0.04,0.97,-22.85,-1.44,-36.09,-2.27
30,1,0,0,-1,-1,1,1,0,-1,1,-1,54.07,9.03,9.46,14.35,0.7,4.86,0.02,0.96,-23.48,-1.48,-33.89,-2.13
30,1,0,0,-1,0,-1,-1,1,1,0,0,61.45,10.05,10.49,15.16,0.73,11.41,0.05,0.93,-23.7,-1.49,-34.92,-2.2
30,1,0,0,-1,0,0,1,0,-1,1,0,56.12,9.32,9.68,14.05,0.73,7.26,0.03,0.93,-23.54,-1.48,-32.62,-2.05
30,1,0,0,-1,0,1,-1,1,-1,-1,1,20.28,3.76,4.67,14.64,0.36,-18.43,-0.07,0.93,-23.98,-1.51,-35.09,-2.21
30,1,0,0,-1,0,1,0,1,1,1,0,93.62,14.13,13.86,13.88,1.04,28.7,0.11,0.93,-22.29,-1.4,-32.81,-2.07
30,1,0,0,-1,0,1,1,0,0,1,1,73.67,11.67,11.79,14.25,0.87,17.18,0.07,0.95,-22.93,-1.44,-32.79,-2.07
30,1,0,0,-1,0,1,1,1,-1,0,0,60.52,9.93,10.3,14.58,0.75,8.85,0.04,0.96,-23.56,-1.48,-34.35,-2.16
30,1,0,0,-1,0,1,1,1,-1,1,-1,74.52,11.78,11.84,13.97,0.89,18.53,0.07,0.93,-22.58,-1.42,-32.42,-2.04
