Date,Open,High,Low,Close,Adj Close,Volume
2017-11-09,89.500000,89.500000,88.739998,88.739998,88.739998,395
2017-11-10,89.099998,89.099998,88.550003,88.620003,88.620003,95
2017-11-13,87.720001,87.720001,87.360001,87.720001,87.720001,209
2017-11-14,87.720001,87.720001,87.720001,87.720001,87.720001,0
2017-11-15,86.629997,87.059998,86.629997,86.839996,86.839996,2119
2017-11-16,87.709999,87.870003,87.709999,87.870003,87.870003,175
2017-11-17,87.870003,87.870003,87.870003,87.870003,87.870003,0
2017-11-20,87.330002,88.040001,87.330002,88.040001,88.040001,1110
2017-11-21,88.040001,88.040001,88.040001,88.040001,88.040001,0
2017-11-22,88.500000,88.540001,88.220001,88.220001,88.220001,45
2017-11-23,88.089996,88.230003,88.089996,88.230003,88.230003,186
2017-11-24,88.220001,88.309998,87.980003,87.980003,87.980003,348
2017-11-27,88.059998,88.099998,87.650002,87.650002,87.650002,1167
2017-11-28,87.779999,88.110001,87.779999,88.110001,88.110001,15
2017-11-29,88.110001,88.110001,88.110001,88.110001,88.110001,0
2017-11-30,88.790001,88.790001,88.300003,88.300003,88.300003,169
2017-12-01,88.250000,88.250000,87.750000,87.750000,87.750000,200
2017-12-04,88.680000,88.709999,88.669998,88.669998,88.669998,291
2017-12-05,88.690002,88.690002,88.574997,88.574997,88.574997,388
2017-12-06,88.519997,88.519997,88.364998,88.364998,88.364998,140
2017-12-07,88.364998,88.364998,88.364998,88.364998,88.364998,0
2017-12-08,88.364998,88.364998,88.364998,88.364998,88.364998,0
2017-12-11,89.000000,89.050003,88.970001,88.970001,88.970001,28
2017-12-12,88.970001,88.970001,88.970001,88.970001,88.970001,0
2017-12-13,89.180000,89.370003,89.154999,89.154999,89.154999,167
2017-12-14,89.050003,89.230003,88.915001,88.915001,88.915001,447
2017-12-15,88.940002,88.940002,88.589996,88.675003,88.675003,303
2017-12-18,89.580002,89.849998,89.550003,89.849998,89.849998,360
2017-12-19,89.970001,89.970001,89.599998,89.599998,89.599998,544
2017-12-20,89.510002,89.510002,89.150002,89.150002,89.150002,1960
2017-12-21,89.449997,89.470001,89.449997,89.470001,89.470001,40
2017-12-22,89.550003,89.610001,89.550003,89.580002,89.580002,675
2017-12-27,89.830002,89.900002,89.830002,89.900002,89.900002,454
2017-12-28,89.940002,90.010002,89.750000,89.750000,89.750000,1012
2017-12-29,89.830002,89.839996,89.830002,89.839996,89.839996,60
2018-01-02,89.209999,89.629997,89.209999,89.629997,89.629997,105
2018-01-03,90.199997,90.260002,90.199997,90.260002,90.260002,90
2018-01-04,90.830002,90.930000,90.699997,90.930000,90.930000,179
2018-01-05,91.220001,91.800003,91.220001,91.800003,91.800003,1624
2018-01-08,92.180000,92.180000,92.019997,92.019997,92.019997,29
2018-01-09,92.410004,92.459999,92.410004,92.430000,92.430000,182
